code,constituency,region,population,median_age,party,majority,turnout,classification
E14000956,"Southampton, Test",South East,112751,31,Lab,11503,0.6681434208464508,Other City
E14000957,Southend West,East,92501,43,Con,10000,0.6972974570385804,Other City
E14000958,Southport,North West,92050,47,Con,2914,0.6910086455331412,Large Town
E14000959,Spelthorne,South East,99120,41,Con,13425,0.689899643452045,Medium Town
E14000960,St Albans,East,103086,39,Con,6109,0.7828212770048482,Large Town
E14000961,St Austell and Newquay,South West,106443,45,Con,11142,0.6896411352389675,Village or smaller
E14000962,St Helens North,North West,98708,43,Lab,18406,0.6600515192934497,Small Town
E14000963,St Helens South and Whiston,North West,102854,42,Lab,24343,0.6691381142770383,Large Town
E14000964,St Ives,South West,87250,49,Con,312,0.762916077146474,Village or smaller
E14000965,Stafford,West Midlands,97986,43,Con,7729,0.7586237124698663,Large Town
E14000966,Staffordshire Moorlands,West Midlands,78763,47,Con,10830,0.7058963009800822,Small Town
E14000967,Stalybridge and Hyde,North West,94171,40,Lab,8084,0.5945609096892549,Medium Town
E14000968,Stevenage,East,98200,38,Con,3386,0.697053628206034,Large Town
E14000969,Stockport,North West,88745,37,Lab,14477,0.6467401457126845,Large Town
E14000970,Stockton North,North East,92763,39,Lab,8715,0.6446556536169571,Large Town
E14000971,Stockton South,North East,103724,40,Lab,888,0.7117223140495867,Small Town
E14000972,Stoke-on-Trent Central,West Midlands,85975,35,Lab,3897,0.582359659140824,Other City
E14000973,Stoke-on-Trent North,West Midlands,99306,38,Lab,2359,0.5839458900472344,Other City
E14000974,Stoke-on-Trent South,West Midlands,90359,40,Con,663,0.6311216070969011,Other City
E14000975,Stone,West Midlands,85555,48,Con,17495,0.7376739797121963,Village or smaller
E14000976,Stourbridge,West Midlands,90208,43,Con,7654,0.6712953072705262,Large Town
E14000977,Stratford-on-Avon,West Midlands,92178,48,Con,21958,0.7376398611034559,Village or smaller
E14000978,Streatham,London,123997,33,Lab,26285,0.7094177929789317,Core City (London)
E14000979,Stretford and Urmston,North West,100958,39,Lab,19705,0.6987178594796264,Medium Town
E14000980,Stroud,South West,104822,45,Lab,687,0.7703617861152355,Village or smaller
E14000981,Suffolk Coastal,East,102482,51,Con,16012,0.7317239120026208,Village or smaller
E14000982,Sunderland Central,North East,101578,40,Lab,9997,0.620270047299527,Other City
E14000983,Surrey Heath,South East,109004,43,Con,24943,0.7159377940666634,Medium Town
E14000984,Sutton and Cheam,London,101463,39,Con,12698,0.738168285892847,Core City (London)
E14000985,Sutton Coldfield,West Midlands,94906,44,Con,15339,0.6986993073547295,Large Town
E14000986,Tamworth,West Midlands,95401,42,Con,12347,0.6606551859538902,Large Town
E14000987,Tatton,North West,86010,46,Con,14787,0.7236349706809677,Medium Town
E14000988,Taunton Deane,South West,117423,44,Con,15887,0.7378330622418292,Large Town
E14000989,Telford,West Midlands,96290,38,Con,720,0.6561242768625378,Large Town
E14000990,Tewkesbury,South West,106198,44,Con,22574,0.72549115913556,Small Town
E14000991,The Cotswolds,South West,100817,48,Con,25499,0.7421099081405611,Village or smaller
E14000992,The Wrekin,West Midlands,95165,41,Con,9564,0.7218675295901114,Large Town
E14000993,Thirsk and Malton,Yorkshire and The Humber,100911,49,Con,19001,0.7109317401805009,Village or smaller
E14000994,Thornbury and Yate,South West,86444,45,Con,12071,0.7466269958168856,Village or smaller
E14000995,Thurrock,East,128157,35,Con,345,0.6439209765335108,Large Town
E14000996,Tiverton and Honiton,South West,101980,49,Con,19801,0.7161437366067558,Village or smaller
E14000997,Tonbridge and Malling,South East,105463,42,Con,23508,0.7350711084128809,Medium Town
E14000998,Tooting,London,109451,33,Lab,15458,0.7460594323530544,Core City (London)
E14000999,Torbay,South West,99901,47,Con,14283,0.6739539845385942,Medium Town
E14001000,Torridge and West Devon,South West,101604,50,Con,20686,0.7386617654363916,Village or smaller
E14001001,Totnes,South West,85858,51,Con,13477,0.729459906550193,Village or smaller
E14001002,Tottenham,London,142569,33,Lab,34584,0.6769524175402009,Core City (London)
E14001003,Truro and Falmouth,South West,95669,44,Con,3792,0.7584992568589907,Small Town
E14001004,Tunbridge Wells,South East,107914,42,Con,16465,0.7248936909951592,Medium Town
E14001005,Twickenham,London,117932,40,LD,9762,0.7952064489815504,Core City (London)
E14001006,Tynemouth,North East,100074,44,Lab,11666,0.7342769326135806,Large Town
E14001007,Uxbridge and South Ruislip,London,110148,34,Con,5034,0.6676675817890643,Core City (London)
E14001008,Vauxhall,London,122334,32,Lab,20250,0.6707939796477972,Core City (London)
E14001009,Wakefield,Yorkshire and The Humber,99280,41,Lab,2176,0.6580039806653398,Large Town
E14001010,Wallasey,North West,90343,42,Lab,23320,0.7168292465976814,Large Town
E14001011,Walsall North,West Midlands,99247,36,Con,2601,0.5663219825280799,Medium Town
E14001012,Walsall South,West Midlands,104514,34,Lab,8892,0.6537223548956494,Large Town
E14001013,Walthamstow,London,117946,33,Lab,32017,0.7084332739820769,Core City (London)
E14001014,Wansbeck,North East,82231,45,Lab,10435,0.683078309279014,Small Town
E14001015,Wantage,South East,117983,41,Con,17380,0.7414030261348006,Village or smaller
E14001016,Warley,West Midlands,98304,34,Lab,16483,0.6307911953435102,Medium Town
E14001017,Warrington North,North West,97017,41,Lab,9582,0.674615534358575,Large Town
E14001018,Warrington South,North West,112687,42,Lab,2549,0.7240968499246645,Large Town
E14001019,Warwick and Leamington,West Midlands,99849,38,Lab,1206,0.7281409539717392,Medium Town
E14001020,Washington and Sunderland West,North East,88096,42,Lab,12940,0.6030618311533888,Large Town
E14001021,Watford,East,122153,37,Con,2092,0.6775174263354411,Large Town
E14001022,Waveney,East,104861,46,Con,9215,0.6522045986404665,Large Town
E14001023,Wealden,South East,108729,47,Con,23628,0.7425729198649064,Small Town
E14001024,Weaver Vale,North West,89411,43,Lab,3928,0.7333516865654341,Medium Town
E14001025,Wellingborough,East Midlands,113099,41,Con,12460,0.6717642011759659,Medium Town
E14001026,Wells,South West,106881,48,Con,7582,0.7379291943093473,Small Town
E14001027,Welwyn Hatfield,East,116869,34,Con,7369,0.7088821205136648,Medium Town
E14001028,Wentworth and Dearne,Yorkshire and The Humber,98554,42,Lab,14803,0.5868206703164641,Medium Town
E14001029,West Bromwich East,West Midlands,93365,37,Lab,7713,0.6123797888669611,Large Town
E14001030,West Bromwich West,West Midlands,95418,36,Lab,4460,0.5471523640608182,Medium Town
E14001031,West Dorset,South West,98090,51,Con,19091,0.7539469689302702,Village or smaller
E14001032,West Ham,London,185200,31,Lab,36754,0.6568850223982341,Core City (London)
E14001033,West Lancashire,North West,97626,43,Lab,11689,0.742440995399757,Medium Town
E14001034,West Suffolk,East,121071,38,Con,17063,0.6690024305735119,Village or smaller
E14001035,West Worcestershire,West Midlands,95096,50,Con,21328,0.759273949579832,Village or smaller
E14001036,Westminster North,London,129527,35,Lab,11512,0.6781160918460044,Core City (London)
E14001037,Westmorland and Lonsdale,North West,84614,50,LD,777,0.7785241975568977,Village or smaller
E14001038,Weston-Super-Mare,South West,110924,44,Con,11544,0.6868486412778806,Large Town
E14001039,Wigan,North West,104158,41,Lab,16027,0.6308735519314216,Large Town
E14001040,Wimbledon,London,99220,37,Con,5622,0.7715783168613357,Core City (London)
E14001041,Winchester,South East,102044,42,Con,9999,0.7883912437756045,Medium Town
E14001042,Windsor,South East,105669,41,Con,22384,0.7326720565255792,Medium Town
E14001043,Wirral South,North West,72991,46,Lab,8323,0.783683024102653,Medium Town
E14001044,Wirral West,North West,69375,48,Lab,5365,0.7849093669077596,Large Town
E14001045,Witham,East,91545,44,Con,18646,0.7122235561276885,Village or smaller
E14001046,Witney,South East,109266,44,Con,21241,0.7364826477449926,Village or smaller
E14001047,Woking,South East,108197,40,Con,16724,0.7252986740186426,Large Town
E14001048,Wokingham,South East,109445,40,Con,18798,0.7545094866706273,Medium Town
E14001049,Wolverhampton North East,West Midlands,90944,36,Lab,4587,0.6007569524436399,Other City
E14001050,Wolverhampton South East,West Midlands,93652,37,Lab,8514,0.6020464005572047,Other City
E14001051,Wolverhampton South West,West Midlands,87774,39,Lab,2185,0.7061079521768855,Other City
E14001052,Worcester,West Midlands,102314,38,Con,2508,0.6959116560431976,Large Town
E14001053,Workington,North West,79433,46,Lab,3925,0.6915456732763627,Small Town
E14001054,Worsley and Eccles South,North West,103048,38,Lab,8379,0.6193868827097667,Small Town
E14001055,Worthing West,South East,98911,48,Con,12090,0.7009401082860707,Large Town
E14001056,Wycombe,South East,111353,37,Con,6578,0.6939302346699184,Large Town
E14001057,Wyre and Preston North,North West,89672,48,Con,12246,0.727969136741382,Village or smaller
E14001058,Wyre Forest,West Midlands,100715,46,Con,13334,0.6575400601867332,Medium Town
E14001059,Wythenshawe and Sale East,North West,108336,36,Lab,14944,0.6003850132921256,Large Town
E14001060,Yeovil,South West,111055,45,Con,14723,0.7164359110425008,Medium Town
E14001061,York Central,Yorkshire and The Humber,111937,32,Lab,18575,0.6866455409687642,Large Town
E14001062,York Outer,Yorkshire and The Humber,96226,45,Con,8289,0.7572624777477418,Large Town
W07000041,Ynys M™n,Wales,69794,47,Lab,5259,0.7060902099355644,Village or smaller
W07000042,Delyn,Wales,69801,46,Lab,4240,0.7287483823257533,Small Town
W07000043,Alyn and Deeside,Wales,85354,41,Lab,5235,0.7103296145239871,Small Town
W07000044,Wrexham,Wales,70655,41,Lab,1832,0.7035143641867645,Large Town
W07000045,Llanelli,Wales,82826,43,Lab,12024,0.6787697277652522,Medium Town
W07000046,Gower,Wales,79176,45,Lab,3269,0.7331692485883886,Small Town
W07000047,Swansea West,Wales,83573,35,Lab,10598,0.6553118188849048,Other City
W07000048,Swansea East,Wales,82731,37,Lab,13168,0.600792877770373,Other City
W07000049,Aberavon,Wales,68203,41,Lab,16761,0.6668002886234266,Medium Town
W07000050,Cardiff Central,Wales,93276,26,Lab,17196,0.6808629064903522,Core City (outside London)
W07000051,Cardiff North,Wales,90507,39,Lab,4174,0.7738950625548564,Core City (outside London)
W07000052,Rhondda,Wales,69278,41,Lab,13746,0.6520172625410777,Small Town
W07000053,Torfaen,Wales,82378,41,Lab,10240,0.6214363104189913,Medium Town
W07000054,Monmouth,Wales,85613,49,Con,8206,0.7662111571584834,Small Town
W07000055,Newport East,Wales,81090,38,Lab,8003,0.6433351388185138,Large Town
W07000056,Newport West,Wales,88258,40,Lab,5658,0.6745135794034068,Large Town
W07000057,Arfon,Wales,62304,36,PC,92,0.6818961974520753,Village or smaller
W07000058,Aberconwy,Wales,58941,49,Con,635,0.7104815363196394,Village or smaller
W07000059,Clwyd West,Wales,73371,48,Con,3437,0.6977670219521823,Medium Town
W07000060,Vale of Clwyd,Wales,72026,45,Lab,2379,0.6799789066619792,Medium Town
W07000061,Dwyfor Meirionnydd,Wales,61438,49,PC,4850,0.6789413633414618,Village or smaller
W07000062,Clwyd South,Wales,72600,43,Lab,4356,0.6974631949226675,Village or smaller
W07000063,Montgomeryshire,Wales,63271,48,Con,9285,0.6874396611171313,Village or smaller
W07000064,Ceredigion,Wales,73076,45,PC,104,0.7328701485385721,Village or smaller
W07000065,Preseli Pembrokeshire,Wales,78902,46,Con,314,0.720651022987328,Village or smaller
W07000066,Carmarthen West and South Pembrokeshire,Wales,77544,47,Con,3110,0.7210108426534619,Village or smaller
W07000067,Carmarthen East and Dinefwr,Wales,71891,48,PC,3908,0.7329748463627269,Village or smaller
W07000068,Brecon and Radnorshire,Wales,69244,50,Con,8038,0.7379753615425817,Village or smaller
W07000069,Neath,Wales,73887,44,Lab,12631,0.6853496115427303,Medium Town
W07000070,Cynon Valley,Wales,70673,40,Lab,13238,0.6195114349164297,Medium Town
W07000071,Merthyr Tydfil and Rhymney,Wales,76168,40,Lab,16334,0.6048176261651912,Medium Town
W07000072,Blaenau Gwent,Wales,69609,43,Lab,11907,0.6321666308782478,Small Town
W07000073,Bridgend,Wales,83796,43,Lab,4700,0.6955857521910429,Medium Town
W07000074,Ogmore,Wales,77515,41,Lab,13871,0.65127352297593,Small Town
W07000075,Pontypridd,Wales,82153,40,Lab,11448,0.6587081434515554,Small Town
W07000076,Caerphilly,Wales,88129,40,Lab,12078,0.6414470107640453,Medium Town
W07000077,Islwyn,Wales,76451,42,Lab,11412,0.6415848976109215,Small Town
W07000078,Vale of Glamorgan,Wales,100945,43,Con,2190,0.7263213402020038,Medium Town
W07000079,Cardiff West,Wales,93312,37,Lab,12551,0.6983002620741295,Core City (outside London)
W07000080,Cardiff South and Penarth,Wales,115406,35,Lab,14864,0.663224355873933,Core City (outside London)
S14000001,Aberdeen North,Scotland,102352,33,SNP,4139,0.5916143569934009,Other City
S14000002,Aberdeen South,Scotland,95309,38,Con,4752,0.6848870143464072,Other City
S14000003,Airdrie and Shotts,Scotland,86826,41,SNP,195,0.5924297695881271,Village or smaller
S14000004,Angus,Scotland,86204,45,Con,2645,0.6295739348370928,Small Town
S14000005,Argyll and Bute,Scotland,86810,48,SNP,1328,0.7149933065595716,Village or smaller
S14000006,"Ayr, Carrick and Cumnock",Scotland,92077,47,Con,2774,0.6488117797335804,Medium Town
S14000007,Banff and Buchan,Scotland,92212,43,Con,3693,0.616011597461576,Village or smaller
S14000008,"Berwickshire, Roxburgh and Selkirk",Scotland,94600,48,Con,11060,0.7154841442253829,Village or smaller
S14000009,"Caithness, Sutherland and Easter Ross",Scotland,60696,47,LD,2044,0.6593197917555689,Village or smaller
S14000010,Central Ayrshire,Scotland,87378,46,SNP,1267,0.6534442528152582,Medium Town
S14000011,"Coatbridge, Chryston and Bellshill",Scotland,94646,41,Lab,1586,0.6326020393831288,Medium Town
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,87822,42,SNP,4264,0.6586080476004448,Medium Town
S14000013,Dumfries and Galloway,Scotland,95837,48,Con,5643,0.6953480850605073,Village or smaller
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,86333,48,Con,9441,0.7235488828466722,Village or smaller
S14000015,Dundee East,Scotland,90043,42,SNP,6645,0.6518662495824096,Large Town
S14000016,Dundee West,Scotland,88743,35,SNP,5262,0.6174094885384075,Large Town
S14000017,Dunfermline and West Fife,Scotland,101161,42,SNP,844,0.6740934559678613,Medium Town
S14000018,East Dunbartonshire,Scotland,83947,47,LD,5339,0.7813122171945701,Small Town
S14000019,"East Kilbride, Strathaven and Lesmahagow",Scotland,102527,44,SNP,3866,0.67255911091221,Large Town
S14000020,East Lothian,Scotland,104840,44,Lab,3083,0.7064847710922585,Small Town
S14000021,East Renfrewshire,Scotland,94760,43,Con,4712,0.7669516320093624,Small Town
S14000022,Edinburgh East,Scotland,104927,33,SNP,3425,0.6604801505402452,Core City (outside London)
S14000023,Edinburgh North and Leith,Scotland,112642,35,SNP,1625,0.7115875832043587,Core City (outside London)
S14000024,Edinburgh South,Scotland,90972,37,Lab,15514,0.7410964633711834,Core City (outside London)
S14000025,Edinburgh South West,Scotland,105398,35,SNP,1097,0.693894180786198,Core City (outside London)
S14000026,Edinburgh West,Scotland,99271,41,LD,2988,0.7383916083916084,Core City (outside London)
S14000027,Na h-Eileanan an Iar,Scotland,26950,48,SNP,1007,0.6956480916388902,Village or smaller
S14000028,Falkirk,Scotland,111441,43,SNP,4923,0.6542923151750972,Village or smaller
S14000029,Glasgow Central,Scotland,101186,30,SNP,2267,0.5592266807571566,Core City (outside London)
S14000030,Glasgow East,Scotland,93403,38,SNP,75,0.5459678149814318,Core City (outside London)
S14000031,Glasgow North,Scotland,78150,32,SNP,1060,0.6214585422004382,Core City (outside London)
S14000032,Glasgow North East,Scotland,86067,36,Lab,242,0.5301930553469824,Core City (outside London)
S14000033,Glasgow North West,Scotland,87449,37,SNP,2561,0.6090978940931115,Core City (outside London)
S14000034,Glasgow South,Scotland,88657,38,SNP,2027,0.644475305963024,Core City (outside London)
S14000035,Glasgow South West,Scotland,87240,37,SNP,60,0.5616357892397327,Core City (outside London)
S14000036,Glenrothes,Scotland,88129,43,SNP,3267,0.6086203260116304,Medium Town
S14000037,Gordon,Scotland,103569,43,Con,2607,0.6836153875539596,Village or smaller
S14000038,Inverclyde,Scotland,78760,45,SNP,384,0.6642482116459654,Medium Town
S14000039,"Inverness, Nairn, Badenoch and Strathspey",Scotland,105231,43,SNP,4924,0.6871193587007444,Village or smaller
S14000040,Kilmarnock and Loudoun,Scotland,96896,44,SNP,6269,0.6342684140903078,Village or smaller
S14000041,Kirkcaldy and Cowdenbeath,Scotland,98883,43,Lab,259,0.6352085367362935,Medium Town
S14000042,Lanark and Hamilton East,Scotland,97742,45,SNP,266,0.6528009519744415,Village or smaller
S14000043,Linlithgow and East Falkirk,Scotland,119100,41,SNP,2919,0.6508481655953403,Small Town
S14000044,Livingston,Scotland,110899,40,SNP,3878,0.6465496010245296,Medium Town
S14000045,Midlothian,Scotland,90090,41,Lab,885,0.662583421145065,Small Town
S14000046,Moray,Scotland,95780,44,Con,4159,0.6738241164064601,Small Town
S14000047,Motherwell and Wishaw,Scotland,93717,40,SNP,318,0.6146155537638349,Medium Town
S14000048,North Ayrshire and Arran,Scotland,94059,46,SNP,3633,0.6482043292882912,Small Town
S14000049,North East Fife,Scotland,83237,44,SNP,2,0.7126522961574508,Village or smaller
S14000050,Ochil and South Perthshire,Scotland,104049,46,Con,3359,0.7056156942436203,Village or smaller
S14000051,Orkney and Shetland,Scotland,45080,45,LD,4563,0.6813312258517737,Village or smaller
S14000052,Paisley and Renfrewshire North,Scotland,91554,42,SNP,2613,0.6912479981019041,Small Town
S14000053,Paisley and Renfrewshire South,Scotland,85276,43,SNP,2541,0.6799687010954617,Large Town
S14000054,Perth and North Perthshire,Scotland,98501,45,SNP,21,0.7179983835456091,Medium Town
S14000055,"Ross, Skye and Lochaber",Scotland,69253,48,SNP,5919,0.7169171110033932,Village or smaller
S14000056,Rutherglen and Hamilton West,Scotland,105351,41,Lab,265,0.6351219755799146,Medium Town
S14000057,Stirling,Scotland,94e3,42,Con,148,0.7431453737860423,Village or smaller
S14000058,West Aberdeenshire and Kincardine,Scotland,97158,43,Con,7950,0.712294934944879,Village or smaller
S14000059,West Dunbartonshire,Scotland,89610,43,SNP,2288,0.6520960918316027,Village or smaller
N06000001,Belfast East,Northern Ireland,95193,39,DUP,8474,0.6754862587605324,NA
N06000002,Belfast North,Northern Ireland,104231,37,DUP,2081,0.6730648068103562,NA
N06000003,Belfast South,Northern Ireland,114391,34,DUP,1996,0.6611451478708116,NA
N06000004,Belfast West,Northern Ireland,94620,34,SF,21652,0.6509299456930939,NA
N06000005,East Antrim,Northern Ireland,90196,42,DUP,15923,0.6063298785528073,NA
N06000006,East Londonderry,Northern Ireland,101534,40,DUP,8842,0.6120409320087115,NA
N06000007,Fermanagh and South Tyrone,Northern Ireland,107878,38,SF,875,0.7575105168482033,NA
N06000008,Foyle,Northern Ireland,103075,36,SF,169,0.6536175416642966,NA
N06000009,Lagan Valley,Northern Ireland,107881,40,DUP,19229,0.6206963249516441,NA
N06000010,Mid Ulster,Northern Ireland,103611,36,SF,12890,0.6818135358107614,NA
N06000011,Newry and Armagh,Northern Ireland,119091,36,SF,12489,0.6845756778166765,NA
N06000012,North Antrim,Northern Ireland,111886,40,DUP,20643,0.6405223574817929,NA
N06000013,North Down,Northern Ireland,91330,43,Ind,1208,0.6090869524668138,NA
N06000014,South Antrim,Northern Ireland,102756,38,DUP,3208,0.6325830842271848,NA
N06000015,South Down,Northern Ireland,112809,38,SF,2446,0.672431789654489,NA
N06000016,Strangford,Northern Ireland,91308,43,DUP,18343,0.6023753633777419,NA
N06000017,Upper Bann,Northern Ireland,126134,37,DUP,7992,0.6393822971759305,NA
N06000018,West Tyrone,Northern Ireland,92910,38,SF,10342,0.6793732131419019,NA
